irradiance_Wm2;pv_power_kW;sky_state;inclinacion_°;temperatura_ambiental_°C;generacion_W
251,9;8,907;cloudy;45;30;42,213402
492,1;19,989;cloudy;45;20;85,832082
310,1;13,52;clear;45;30;51,966558
368,9;15,52;cloudy;45;10;66,866814
559,4;20,521;cloudy;45;30;93,744252
83,8;4,692;clear;20;20;15,38568
792;31,375;cloudy;45;30;132,72336
0;0;clear;45;20;0
16,6;3,464;cloudy;45;10;3,008916
4;0;clear;20;20;0,7344
118,8;4,677;cloudy;20;10;22,66704
825,8;32,289;clear;20;20;151,61688
312,2;13,458;clear;45;20;54,453924
328,7;12,422;clear;20;20;60,34932
463,1;18,924;clear;20;30;81,69084
50,7;2,393;cloudy;45;10;9,189882
20,2;0,994;clear;45;30;3,385116
340,5;13,089;clear;45;30;57,06099
122;0,55;clear;20;30;21,5208
548;25,229;cloudy;20;30;96,6672
721;30,163;cloudy;20;10;137,5668
0;0;cloudy;45;10;0
0;0;cloudy;45;20;0
879,4;32,961;clear;20;20;161,45784
738;26,156;cloudy;20;10;140,8104
271,6;11,916;cloudy;20;10;51,82128
567,3;22,614;clear;45;30;95,068134
0;0;clear;20;30;0
0;0;cloudy;20;20;0
558,3;21,415;cloudy;45;30;93,559914
61,2;0,559;clear;45;10;11,093112
0;0;cloudy;20;30;0
703;26,525;cloudy;45;20;122,61726
175,7;7,818;clear;45;10;31,847382
147,7;6,291;cloudy;20;30;26,05428
0;0;clear;45;20;0
0;0;cloudy;20;30;0
41,4;0,985;clear;45;10;7,504164
80,5;6,216;cloudy;20;10;15,3594
496,3;18,015;clear;45;20;86,564646
616,4;24,544;clear;20;10;117,60912
431,8;15,182;cloudy;20;30;76,16952
0;0;cloudy;45;20;0
248,6;8,714;cloudy;20;10;47,43288
0;0;clear;20;20;0
492,7;17,805;cloudy;20;20;90,45972
78,4;5,655;clear;20;30;13,82976
2;3,039;clear;45;20;0,34884
906,5;34,713;clear;45;20;158,11173
402,2;14,414;clear;20;30;70,94808
87,7;0;clear;20;30;15,47028
105,7;4,759;cloudy;20;20;19,40652
253,9;7,154;clear;45;30;42,548562
970,3;36,555;clear;20;30;171,16092
370,1;15,797;clear;20;30;65,28564
660,4;24,033;clear;20;10;126,00432
444;17,668;cloudy;20;30;78,3216
126,1;3,036;clear;45;20;21,994362
0;0;clear;45;10;0
205,7;7,138;clear;20;20;37,76652
47,3;1,597;clear;45;20;8,250066
387,8;12,77;clear;20;20;71,20008
353,8;10,881;cloudy;20;10;67,50504
83,6;2,481;clear;20;20;15,34896
275,4;10,222;cloudy;20;30;48,58056
381,2;17,418;clear;45;30;63,881496
491,6;18,476;cloudy;20;30;86,71824
97,2;1,156;clear;20;10;18,54576
130,8;5,458;cloudy;45;10;23,708808
77;2,139;cloudy;45;30;12,90366
0;0;clear;45;10;0
730,6;27,488;clear;20;30;128,87784
353,8;10,881;cloudy;20;20;64,95768
255,3;7,979;clear;20;30;45,03492
728,1;28,265;clear;45;30;122,014998
33,1;1,213;clear;45;10;5,999706
847,3;34,447;clear;20;20;155,56428
0;0;clear;45;20;0
827;32,276;clear;20;10;157,7916
0;0;cloudy;20;20;0
655;23,54;cloudy;20;20;120,258
149,7;5,858;clear;20;20;27,48492
50,7;2,393;cloudy;20;10;9,67356
72,5;1,081;cloudy;20;30;12,789
0;0;cloudy;45;20;0
253,3;7,01;cloudy;20;20;46,50588
899,9;35,49;clear;20;10;171,70092
0;0;cloudy;45;30;0
0;0;clear;20;20;0
0;0;clear;20;30;0
463,6;20,694;cloudy;20;30;81,77904
22,7;0,238;clear;20;30;4,00428
0;0;cloudy;20;20;0
403,9;17,288;clear;45;30;67,685562
303,6;12,395;clear;45;30;50,877288
68,6;3,481;clear;45;20;11,965212
154,1;8,113;cloudy;20;30;27,18324
198,1;9,559;clear;45;20;34,552602
72,5;1,081;cloudy;20;30;12,789
0;0;clear;20;30;0
793,4;30,354;clear;45;20;138,384828
517,5;18,966;clear;20;20;95,013
226,1;8,219;cloudy;20;30;39,88404
88,6;5,312;clear;45;10;16,059636
736,2;29,822;clear;45;20;128,408004
0;0;clear;45;20;0
0;0;cloudy;45;30;0
135,6;7,436;cloudy;20;20;24,89616
262,7;12,804;clear;20;30;46,34028
721;30,163;cloudy;20;10;137,5668
94,8;3,8;cloudy;20;20;17,40528
82,7;2,154;cloudy;45;20;14,424534
432,7;17,519;cloudy;20;10;82,55916
4;0;clear;20;30;0,7056
495,7;18,682;cloudy;20;20;91,01052
45,5;1,475;clear;20;10;8,6814
16,6;3,464;cloudy;45;30;2,781828
351,1;12,763;clear;20;10;66,98988
111,9;3,486;cloudy;20;20;20,54484
674,8;28,01;clear;20;20;123,89328
876,3;33,141;clear;45;10;158,838138
6,2;0;cloudy;45;10;1,123812
410,6;15,354;cloudy;20;10;78,34248
406,2;15,759;clear;45;10;73,627812
292,3;10,185;clear;45;20;50,982966
887,2;36,936;clear;20;10;169,27776
88;6,94;cloudy;20;10;16,7904
0;0;clear;20;20;0
81,9;4,019;cloudy;45;10;14,845194
909,6;35,664;clear;20;30;160,45344
407,1;15,08;clear;20;30;71,81244
224,7;8,296;cloudy;20;20;41,25492
0;0;cloudy;20;30;0
59,4;0;cloudy;20;20;10,90584
34;0,824;clear;45;10;6,16284
822;33,842;clear;45;30;137,75076
938,8;34,611;clear;20;10;179,12304
504,5;20,702;clear;45;30;84,54411
0;0;cloudy;45;30;0
147,9;6,163;cloudy;20;30;26,08956
507,9;20,295;clear;20;30;89,59356
682,7;27,406;clear;20;10;130,25916
905,5;34,892;clear;20;10;172,7694
342,5;12,694;cloudy;20;10;65,349
524,8;16,032;clear;20;20;96,35328
288;10,299;clear;20;10;54,9504
359,1;11,47;cloudy;20;10;68,51628
525,9;18,882;clear;20;20;96,55524
838,9;33,766;clear;45;30;140,582862
631,4;23,895;clear;20;10;120,47112
0;0;cloudy;45;20;0
514,7;20,902;clear;20;20;94,49892
58,9;1,93;cloudy;20;20;10,81404
522,7;20,926;clear;45;20;91,169334
106,6;1,323;cloudy;20;30;18,80424
0;0;cloudy;20;30;0
11,5;1,564;clear;20;20;2,1114
825,6;30,044;clear;45;20;144,001152
558,3;21,415;cloudy;45;30;93,559914
485;16,727;clear;45;10;87,9111
424,9;15,831;clear;45;10;77,017374
579,3;21,431;cloudy;20;20;106,35948
665,4;26,158;cloudy;20;10;126,95832
831,5;33,702;clear;20;30;146,6766
616,7;25,663;cloudy;45;10;111,783042
691,9;27,749;clear;20;10;132,01452
452,7;19,984;clear;45;10;82,056402
186,7;7,936;clear;45;30;31,287186
727,1;26,1;clear;20;10;138,73068
0;0;clear;45;30;0
925,1;35,248;clear;20;30;163,18764
876,6;34,606;clear;20;10;167,25528
698,7;25,723;cloudy;45;20;121,867254
318,7;11,636;cloudy;45;20;55,587654
208,7;8,781;clear;45;20;36,401454
501,8;19,892;cloudy;20;20;92,13048
159;4,65;cloudy;20;30;28,0476
174,1;8,237;clear;45;30;29,175678
308,1;12,249;clear;45;10;55,846206
0;0;cloudy;20;10;0
0;0;cloudy;45;20;0
0;0;cloudy;45;30;0
182,8;5,711;cloudy;20;30;32,24592
513,2;17,516;cloudy;45;30;86,002056
729,2;27,427;clear;20;30;128,63088
731,2;28,908;clear;45;30;122,534496
0;0;clear;20;30;0
279,7;11,076;cloudy;20;10;53,36676
315,2;12,698;cloudy;45;20;54,977184
727,1;26,1;clear;45;30;121,847418
757,3;28,498;clear;20;30;133,58772
405;15,88;cloudy;45;20;70,6401
558,1;22;clear;45;30;93,526398
0;0;clear;45;20;0
750,9;29,9;clear;20;30;132,45876
69,2;1,823;clear;45;30;11,596536
223,1;7,501;cloudy;20;20;40,96116
435,9;13,837;clear;45;10;79,011234
143,8;5,714;clear;45;30;24,098004
913,7;33,595;clear;20;10;174,33396
275,4;10,222;cloudy;45;20;48,035268
24;0;clear;45;10;4,35024
107,4;4,542;clear;45;20;18,732708
845,5;31,378;clear;45;20;147,47211
527,5;18,955;cloudy;20;30;93,051
902,9;35,114;clear;45;10;163,659654
787,4;30,656;clear;45;10;142,724124
147,5;5,114;clear;45;10;26,73585
828,4;31,54;cloudy;45;10;150,155784
361,5;14,323;cloudy;45;20;63,05283
671,7;26,506;cloudy;45;10;121,752342
862,6;32,826;clear;20;30;152,16264
80,3;3,085;clear;20;10;15,32124
0;0;clear;20;30;0
308,1;12,249;clear;20;20;56,56716
162,7;5,79;cloudy;20;20;29,87172
616,7;25,663;cloudy;45;30;103,346586
786,9;32,292;clear;20;10;150,14052
168,9;6,528;cloudy;20;20;31,01004
76,7;3,486;clear;45;30;12,853386
135,6;3,361;cloudy;20;30;23,91984
228;11,805;cloudy;20;30;40,2192
879,4;32,961;clear;45;10;159,400044
303,9;12,954;cloudy;45;20;53,006238
138;4,465;clear;20;10;26,3304
851,6;34,717;cloudy;45;10;154,361016
356,5;11,849;clear;45;20;62,18073
94,5;5,824;cloudy;45;20;16,48269
345,2;14,376;cloudy;20;30;60,89328
0;0;cloudy;20;30;0
204,7;7,544;clear;20;30;36,10908
497,4;18,564;cloudy;45;30;83,354292
544,6;18,473;clear;20;20;99,98856
251,9;8,907;cloudy;45;20;43,936398
703;26,525;cloudy;20;20;129,0708
473,8;20,126;cloudy;20;10;90,40104
96,4;2,475;cloudy;20;20;17,69904
90,5;0;clear;45;30;15,16599
68,9;2,897;cloudy;20;10;13,14612
830,5;32,459;clear;45;30;139,17519
578,3;24,179;clear;20;10;110,33964
82,7;2,154;cloudy;45;30;13,858866
49,6;0,19;clear;45;20;8,651232
914,6;35,24;clear;45;30;153,268668
325,3;13,888;cloudy;45;10;58,963878
502,3;19,539;cloudy;20;20;92,22228
341,7;12,061;cloudy;20;10;65,19636
343,7;15,611;clear;20;20;63,10332
28,2;0,75;clear;45;20;4,918644
318;12,656;clear;20;10;60,6744
16,9;0;clear;45;20;2,947698
610,4;22,489;cloudy;45;30;102,290832
310,1;13,52;clear;20;10;59,16708
720,9;26,096;clear;45;20;125,739378
501,8;19,892;cloudy;45;30;84,091644
0;0;cloudy;20;10;0
701,1;26,12;cloudy;20;10;133,76988
598,2;26,348;cloudy;45;10;108,429732
70,3;2,912;clear;45;10;12,742578
186,7;7,694;clear;20;30;32,93388
0;0;clear;20;30;0
0;0;clear;20;30;0
778,5;29,758;clear;20;30;137,3274
0;0;clear;45;10;0
7,2;0;cloudy;45;30;1,206576
7;0;cloudy;45;10;1,26882
0;0;cloudy;20;10;0
420,7;15,888;cloudy;20;30;74,21148
73,9;3,902;clear;20;20;13,56804
330,9;13,375;cloudy;45;10;59,978934
133,9;5,531;clear;45;20;23,354838
174,1;8,237;clear;45;30;29,175678
82,5;2,802;clear;45;30;13,82535
410,4;16,001;clear;20;30;72,39456
602,6;23,013;cloudy;20;30;106,29864
21,6;0,874;clear;20;10;4,12128
825,6;30,044;clear;20;30;145,63584
68,9;2,897;cloudy;45;20;12,017538
642,9;25,384;cloudy;45;30;107,737182
321,9;11,981;clear;45;10;58,347594
608,6;25,859;cloudy;20;30;107,35704
850,2;32,724;clear;20;30;149,97528
7,6;0;cloudy;45;10;1,377576
200,1;9,687;clear;20;30;35,29764
74,1;1,676;clear;20;10;14,13828
108,4;7,145;clear;20;20;19,90224
265,8;8,087;clear;20;20;48,80088
0;0;cloudy;20;10;0
256,3;9,018;cloudy;20;30;45,21132
0;0;cloudy;45;20;0
0;0;clear;20;10;0
537,3;19,336;cloudy;45;20;93,715866
727,1;26,1;clear;45;20;126,820782
154,6;6,219;cloudy;20;10;29,49768
98,6;2,531;clear;20;10;18,81288
0;0;cloudy;45;10;0
91,5;3,443;cloudy;20;30;16,1406
178,2;6,515;cloudy;20;10;34,00056
0;0;cloudy;20;10;0
113,3;5,055;cloudy;45;10;20,536758
513,3;19,97;cloudy;20;30;90,54612
262,8;9,712;clear;45;20;45,837576
43,1;0,875;cloudy;45;10;7,812306
880,4;31,803;clear;20;10;167,98032
159,9;3,516;clear;45;20;27,889758
495,4;19,834;cloudy;45;10;89,796204
717,1;26,359;clear;20;30;126,49644
910,3;35,998;clear;20;10;173,68524
0;0;cloudy;20;20;0
347,3;14,634;cloudy;45;20;60,576066
186,3;6,537;cloudy;45;20;32,494446
288,1;11,463;clear;20;10;54,96948
967,5;39,532;clear;45;20;168,75135
0;0;cloudy;20;10;0
251,9;8,907;cloudy;20;20;46,24884
417,9;15,392;cloudy;20;10;79,73532
282,7;8,745;clear;45;30;47,374866
104,9;1,71;cloudy;20;10;20,01492
917;35,136;clear;45;10;166,21542
741,9;29,557;clear;20;30;130,87116
16,5;0;cloudy;20;30;2,9106
938,8;34,611;clear;45;10;170,166888
548;25,229;cloudy;45;30;91,83384
261,7;12,087;clear;45;30;43,855686
0;0;clear;20;10;0
0;0;cloudy;20;20;0
0;0;clear;20;20;0
0;0;clear;20;10;0
716,6;28,001;clear;20;10;136,72728
405;15,88;cloudy;20;20;74,358
102,3;2,894;clear;20;30;18,04572
567,3;22,614;clear;45;20;98,948466
455,5;16,418;clear;20;30;80,3502
0;0;cloudy;45;10;0
58,6;0,746;clear;20;20;10,75896
395,1;15,77;clear;45;20;68,913342
462;15,742;cloudy;45;20;80,58204
252,7;11,07;clear;45;30;42,347466
196;3,196;cloudy;45;10;35,52696
52,7;1,635;cloudy;45;20;9,191934
562,5;18,495;cloudy;20;30;99,225
32,9;0,41;clear;20;20;6,04044
91,5;2,428;clear;45;30;15,33357
957,2;37,771;clear;20;10;182,63376
624;19,151;clear;45;10;113,10624
413;16,004;cloudy;45;10;74,86038
177,6;7,202;clear;45;30;29,762208
0;0;cloudy;45;20;0
31,7;0,961;cloudy;45;30;5,312286
79,2;4,484;clear;45;10;14,355792
492,3;19,805;cloudy;20;20;90,38628
194,9;8,02;clear;20;20;35,78364
207,1;7,207;cloudy;45;10;37,538946
941,9;32,608;clear;45;20;164,286198
579,8;22,208;clear;45;10;105,094548
513,4;18,71;cloudy;45;20;89,547228
572,8;20,651;cloudy;45;10;103,825728
153,3;6,14;cloudy;45;10;27,787158
0;0;cloudy;45;10;0
27,9;1,825;clear;20;30;4,92156
47,4;2,848;clear;45;20;8,267508
462;15,742;cloudy;45;20;80,58204
223,1;7,501;cloudy;20;20;40,96116
586,8;22,533;clear;45;10;106,363368
74,1;0,913;cloudy;45;20;12,924522
0;0;cloudy;45;20;0
535,8;19,62;clear;20;10;102,23064
338,6;11,51;cloudy;45;10;61,374636
620,2;21,761;clear;20;20;113,86872
624,7;21,665;clear;20;30;110,19708
838,9;33,766;clear;20;20;154,02204
402,2;15,21;cloudy;20;20;73,84392
444;17,668;cloudy;45;10;80,47944
866,6;30,187;clear;45;30;145,224828
325,3;13,888;cloudy;45;20;56,738826
665;22,454;clear;20;30;117,306
441,3;17,255;clear;45;30;73,953054
879,1;33,637;clear;20;20;161,40276
7,9;0,599;clear;45;20;1,377918
225,2;9,485;cloudy;45;20;39,279384
0;0;cloudy;45;30;0
470,4;18,127;cloudy;45;20;82,047168
308,1;12,249;clear;20;10;58,78548
826,7;32,916;clear;20;20;151,78212
328,5;11,266;cloudy;45;30;55,05003
0;0;clear;45;20;0
582,1;23,049;clear;20;10;111,06468
577,9;22,948;cloudy;45;10;104,750154
497,5;21,453;clear;45;30;83,37105
595,2;20,514;clear;20;20;109,27872
186,1;8,788;cloudy;45;20;32,459562
191,9;5,418;cloudy;20;10;36,61452
802,2;31,355;clear;20;20;147,28392
0;0;cloudy;20;30;0
797,9;29,791;clear;45;30;133,712082
92,4;5,541;clear;45;20;16,116408
85,7;3,063;cloudy;20;30;15,11748
366,1;14,507;clear;45;20;63,855162
910,9;33,31;clear;45;10;165,109734
598,2;26,348;cloudy;45;10;108,429732
258,2;10,567;cloudy;45;10;46,801332
132,5;4,466;clear;45;30;22,20435
651,8;23,354;clear;45;20;113,686956
502,9;20,547;clear;20;30;88,71156
262,5;11,535;clear;20;10;50,085
577,9;22,948;cloudy;45;10;104,750154
202,6;7,658;clear;45;30;33,951708
688,8;27,685;cloudy;20;10;131,42304
0;0;cloudy;45;30;0
406,2;15,759;clear;20;10;77,50296
793,4;29,212;clear;20;10;151,38072
198,1;9,559;clear;45;10;35,907606
298,4;12,35;cloudy;45;20;52,046928
130,8;5,458;cloudy;45;20;22,814136
887,6;34,064;clear;20;20;162,96336
494,9;18,365;clear;20;30;87,30036
0,7;0;clear;45;20;0
251,9;8,907;cloudy;45;10;45,659394
416,7;15,215;cloudy;20;30;73,50588
0;0;cloudy;20;10;0
120,2;2,99;cloudy;45;30;20,143116
0;0;clear;45;30;0
0;0;clear;20;10;0
126,9;3,781;clear;45;10;23,001894
0;0;cloudy;20;10;0
0;0;cloudy;45;30;0
698,3;25,218;clear;45;20;121,797486
205,3;7,894;cloudy;45;20;35,808426
0;0;clear;45;10;0
342,6;13,476;cloudy;45;20;59,756292
474,2;15,407;cloudy;45;10;85,953492
976;37,899;clear;45;20;170,23392
828,4;31,54;cloudy;45;20;144,489528
108,5;4,047;cloudy;45;30;18,18243
665;22,454;clear;20;30;117,306
188,6;7,925;clear;20;20;34,62696
414,4;17,425;clear;20;30;73,10016
144,3;4,337;clear;45;20;25,168806
195,5;8,81;cloudy;45;20;34,09911
0;0;cloudy;20;20;0
727,1;26,1;clear;45;30;121,847418
20,1;1,721;clear;20;30;3,54564
45,5;1,475;clear;20;30;8,0262
789,8;29,194;clear;20;30;139,32072
303,6;12,395;clear;45;20;52,953912
343,7;15,611;clear;45;20;59,948154
407,5;14,053;clear;45;10;73,86345
143,8;4,148;clear;20;10;27,43704
534;22,063;cloudy;20;20;98,0424
967,5;39,532;clear;20;10;184,599
409;16,305;clear;20;20;75,0924
0;0;clear;20;20;0
36,8;1,456;clear;20;10;7,02144
25,7;3,233;clear;45;20;4,482594
61,6;3,189;cloudy;45;10;11,165616
316,2;13,482;clear;20;20;58,05432
825,6;30,044;clear;20;10;157,52448
735,4;28,659;clear;20;20;135,01944
98,2;2,416;clear;20;10;18,73656
374,6;15,648;clear;20;30;66,07944
311,3;12,635;clear;20;30;54,91332
130,3;3,012;clear;20;10;24,86124
536,7;19,629;cloudy;20;20;98,53812
0;0;cloudy;20;20;0
361,5;15,296;clear;45;10;65,52549
215,5;6,898;clear;20;20;39,5658
1,6;1,248;clear;45;10;0,290016
799,2;29,846;clear;20;10;152,48736
0;0;clear;45;10;0
0;0;cloudy;45;20;0
111,9;3,486;cloudy;20;30;19,73916
44,6;0,831;cloudy;45;20;7,779132
155,6;4,421;clear;45;10;28,204056
69,2;1,823;clear;20;10;13,20336
0;0;clear;20;30;0
0;0;clear;45;30;0
194,6;9,152;cloudy;20;10;37,12968
112,7;3,932;clear;45;20;19,657134
68,1;1,804;clear;45;30;11,412198
205,3;7,894;cloudy;45;10;37,212678
137,2;4,82;clear;20;30;24,20208
137,8;6,108;clear;20;20;25,30008
504,3;18,682;cloudy;45;30;84,510594
97,2;1,156;clear;45;30;16,288776
301,3;11,105;cloudy;20;30;53,14932
75,8;3,043;clear;45;20;13,221036
19,2;0,751;clear;20;30;3,38688
0;0;clear;45;10;0
329,4;12,363;cloudy;20;20;60,47784
992,9;41,076;clear;20;20;182,29644
94,2;3,422;clear;20;30;16,61688
522,2;19,989;cloudy;45;10;94,653972
544,9;17,35;clear;20;20;100,04364
192;5,55;clear;45;30;32,17536
94,5;5,824;cloudy;45;10;17,12907
66,1;2,329;cloudy;20;20;12,13596
569,1;21,88;cloudy;20;10;108,58428
74,1;1,676;clear;45;30;12,417678
522,7;20,926;clear;45;30;87,594066
0;0;cloudy;45;20;0
423,8;14,893;cloudy;45;20;73,919196
399,6;12,716;clear;45;10;72,431496
263;11,291;cloudy;45;30;44,07354
837,4;33,114;clear;45;30;140,331492
0;0;cloudy;20;10;0
49,4;0,746;clear;45;30;8,278452
0;0;cloudy;20;30;0
441,3;17,255;clear;45;20;76,971546
311,7;12,685;clear;20;30;54,98388
393,6;12,992;clear;20;20;72,26496
797,1;31,208;clear;20;30;140,60844
134,8;4,543;cloudy;20;10;25,71984
781,3;30,539;cloudy;20;30;137,82132
796,3;29,902;clear;45;20;138,890646
480,8;18,316;cloudy;20;30;84,81312
259,4;11,52;clear;45;20;45,244548
374,2;13,881;clear;45;20;65,267964
261,7;10,306;clear;45;10;47,435742
201,6;5,616;clear;20;30;35,56224
166;7,678;clear;45;30;27,81828
17,6;3,671;clear;45;30;2,949408
298,9;10,756;clear;45;10;54,178614
14,1;0,553;cloudy;20;30;2,48724
296,1;10,057;clear;20;20;54,36396
688,3;27,055;cloudy;20;20;126,37188
469,3;20,839;clear;20;30;82,78452
753,3;26,935;clear;20;30;132,88212
104,7;2,613;clear;45;20;18,261774
518,2;19,837;clear;20;20;95,14152
401,6;14,212;clear;20;20;73,73376
32,8;2,245;clear;20;10;6,25824
243,9;8,144;cloudy;20;20;44,78004
402,4;15,627;clear;45;30;67,434192
383;16,102;clear;20;10;73,0764
128,1;3,615;clear;45;20;22,343202
99,8;3,965;clear;20;30;17,60472
18,4;1,624;clear;45;20;3,209328
0;0;clear;45;10;0
0;0;cloudy;45;20;0
549,4;20,352;clear;45;20;95,826348
410,6;15,354;cloudy;20;20;75,38616
454,7;17,399;cloudy;20;20;83,48292
94,2;3,422;clear;45;10;17,074692
876,2;34,703;clear;20;30;154,56168
469,3;20,839;clear;20;20;86,16348
909,6;35,664;clear;45;10;164,874096
735,4;28,659;clear;45;20;128,268468
30,2;0;cloudy;45;30;5,060916
346,3;14,122;clear;45;10;62,770338
89,3;2,304;clear;20;10;17,03844
517,8;20,643;clear;20;10;98,79624
350;14,511;clear;20;20;64,26
71,6;3,37;clear;45;20;12,488472
233,8;10,001;cloudy;45;10;42,378588
30,9;0,747;clear;20;20;5,67324
720,9;26,096;clear;20;10;137,54772
789,8;29,194;clear;20;20;145,00728
163,8;7,873;clear;45;20;28,569996
0;0;clear;20;10;0
569,3;20,732;clear;20;30;100,42452
514,7;20,902;clear;45;30;86,253426
328,5;11,266;cloudy;20;10;62,6778
0;0;cloudy;45;20;0
83,8;4,524;cloudy;20;10;15,98904
904,3;37;clear;45;20;157,728006
0;0;clear;20;30;0
0;0;cloudy;20;30;0
775,3;27,998;cloudy;20;30;136,76292
454,7;17,399;cloudy;20;20;83,48292
846,2;31,32;clear;20;30;149,26968
424,9;15,831;clear;45;20;74,111058
246,3;6,933;clear;45;10;44,644338
0;0;cloudy;45;10;0
0;0;cloudy;20;20;0
474,2;15,407;cloudy;45;10;85,953492
739;28,293;clear;45;30;123,84162
0;0;cloudy;45;10;0
233;8,111;cloudy;45;30;39,04614
761,2;27,52;clear;45;10;137,975112
232,2;5,915;clear;45;10;42,088572
199,8;4,895;cloudy;45;30;33,482484
547,6;18,274;clear;45;10;99,257976
625,5;25,186;clear;45;30;104,82129
226,7;8,535;cloudy;20;20;41,62212
58,9;1,93;cloudy;20;30;10,38996
219,3;10,345;cloudy;20;30;38,68452
301,7;9,956;clear;20;10;57,56436
1051,9;38,151;clear;20;30;185,55516
0;0;clear;20;20;0
77;3,934;clear;45;30;12,90366
717,1;26,359;clear;45;10;129,981546
236,8;8,725;cloudy;45;10;42,922368
342,7;15,362;clear;20;20;62,91972
876,8;34,903;clear;20;20;160,98048
0;0;clear;45;10;0
104,9;1,71;cloudy;45;10;19,014174
703,4;26,351;clear;20;10;134,20872
342,5;12,694;cloudy;20;20;62,883
54,9;0,928;clear;45;20;9,575658
0;0;cloudy;20;30;0
78,8;3,093;clear;20;30;13,90032
187,4;6,372;clear;20;20;34,40664
69,2;1,823;clear;20;20;12,70512
139;3,033;clear;45;20;24,24438
671,2;26,005;cloudy;20;10;128,06496
282,7;8,745;clear;20;10;53,93916
470,7;16,784;clear;45;20;82,099494
177,5;9,972;clear;20;10;33,867
275,4;8,738;cloudy;45;20;48,035268
340,6;13,363;cloudy;45;10;61,737156
302,5;9,309;clear;20;30;53,361
196,2;6,762;clear;20;10;37,43496
866,6;30,187;clear;45;10;157,079916
0;0;cloudy;20;10;0
739;28,293;clear;45;20;128,89638
313,8;13,233;clear;45;30;52,586604
771,5;28,346;cloudy;45;20;134,56503
722,7;27,622;clear;45;10;130,996602
882,8;33,873;cloudy;45;20;153,977976
0;0;clear;20;10;0
423,8;14,893;cloudy;45;10;76,817988
663,5;24,389;cloudy;20;30;117,0414
558,3;21,415;cloudy;45;20;97,378686
32,3;2,988;clear;20;10;6,16284
28,3;4,391;clear;45;10;5,129658
660,1;26,093;clear;45;20;115,134642
269,2;11,116;cloudy;20;30;47,48688
39,2;0;clear;45;30;6,569136
81,3;4,348;cloudy;45;10;14,736438
847,3;30,065;clear;45;30;141,990534
0;0;clear;45;10;0
480,6;17,419;cloudy;20;20;88,23816
0;0;clear;20;10;0
382,5;14,784;clear;20;10;72,981
0;0;clear;45;10;0
31,9;1,777;clear;20;10;6,08652
0;0;cloudy;45;20;0
24;0;clear;45;10;4,35024
287,6;9,638;cloudy;20;20;52,80336
45,8;4,041;cloudy;20;30;8,07912
36,8;1,456;clear;20;10;7,02144
598;22,254;clear;20;30;105,4872
295,9;10,821;clear;20;30;52,19676
122;0,55;clear;20;30;21,5208
318,7;11,636;cloudy;45;20;55,587654
527,8;22,369;cloudy;45;10;95,669028
899,9;35,49;clear;45;10;163,115874
261,7;10,306;clear;20;20;48,04812
252,8;10,857;clear;20;20;46,41408
291,1;11,049;cloudy;20;30;51,35004
31,7;1,431;clear;45;30;5,312286
155,5;6,855;clear;20;30;27,4302
47,4;3,439;clear;20;10;9,04392
150,2;6,043;clear;20;10;28,65816
671;27,324;clear;20;30;118,3644
82,3;4,773;clear;20;20;15,11028
23,9;2,12;clear;45;20;4,168638
0;0;clear;45;30;0
0;0;cloudy;20;10;0
156,8;5,46;cloudy;45;30;26,276544
0;0;cloudy;45;10;0
598,2;26,348;cloudy;45;20;104,338044
481,7;19,536;clear;45;20;84,018114
0;0;clear;45;20;0
111,2;7,097;clear;45;20;19,395504
607,2;22,134;clear;45;10;110,061072
414,4;17,425;clear;45;30;69,445152
220,7;7,563;cloudy;45;10;40,004082
561,2;21,947;clear;45;10;101,723112
0;0;cloudy;20;20;0
342,5;12,694;cloudy;20;10;65,349
820,1;31,343;clear;45;10;148,651326
380,4;15,589;clear;20;30;67,10256
368;13,741;clear;20;30;64,9152
190,9;6,015;cloudy;20;30;33,67476
156;4,615;clear;20;20;28,6416
0;0;cloudy;45;10;0
0;0;clear;45;10;0
588,2;24,566;cloudy;45;20;102,593844
590,7;24,878;cloudy;20;10;112,70556
629,5;21,814;clear;45;20;109,79739
287,2;14,006;clear;20;30;50,66208
636,2;22,349;clear;20;10;121,38696
149,2;5,928;clear;45;20;26,023464
410,3;11,975;cloudy;20;30;72,37692
0;0;clear;20;10;0
885,9;37,165;clear;45;20;154,518678
375,5;13,389;cloudy;20;20;68,9418
880,4;31,803;clear;20;10;167,98032
858,3;34,319;clear;20;20;157,58388
409,1;15,334;clear;20;20;75,11076
222,7;10,035;cloudy;45;30;37,320066
297,3;9,905;cloudy;20;10;56,72484
0;0;cloudy;20;10;0
223,1;7,501;cloudy;20;30;39,35484
808,3;26,809;clear;45;10;146,512458
37,3;3,69;cloudy;45;30;6,250734
18,7;2,829;cloudy;45;10;3,389562
43,7;5,375;clear;45;10;7,921062
26,7;0,159;clear;45;20;4,657014
65,1;5,163;cloudy;45;30;10,909458
391,4;14,027;cloudy;45;20;68,267988
153,3;6,14;cloudy;20;20;28,14588
382,5;14,784;clear;20;20;70,227
244,5;7,316;clear;20;30;43,1298
29,7;2,542;clear;20;10;5,66676
66,1;3,616;cloudy;20;20;12,13596
0;0;clear;20;30;0
97,2;1,156;clear;20;20;17,84592
